gene,outer_fold_selection_frequency,in_telomere_panel,univariate_frequency,subsample_selection_frequency
DRG2,0.92,False,1.0,0.79
OR7G3,0.68,False,0.0,0.68
PRAMEF15,0.76,False,0.0,0.42
MS4A12,0.24,False,0.0,0.4
OR5M10,0.36,False,0.0,0.3
RBMY1E,0.44,False,0.0,0.29
ADAMTSL5,0.36,False,0.0,0.27
PLD6,0.56,False,0.0,0.26
MAGEB5,0.28,False,0.0,0.26
OR5I1,0.2,False,0.0,0.26
DEFB116,0.2,False,0.0,0.26
OR51A4,0.16,False,0.0,0.26
KRTAP19-2,0.16,False,0.0,0.26
GNAT3,0.24,False,0.0,0.25
DEFB124,0.32,False,1.0,0.23
OR52K1,0.28,False,0.0,0.23
TRIM77,0.16,False,0.0,0.22
DUXB,0.16,False,0.0,0.22
REM1,0.28,False,1.0,0.21
OR6N2,0.2,False,0.0,0.21
OR7A17,0.08,False,0.0,0.21
CXorf51B,0.24,False,0.0,0.2
FTMT,0.24,False,0.0,0.2
OR5M8,0.4,False,0.0,0.19
IGFL3,0.28,False,0.0,0.19
OR5M1,0.2,False,0.0,0.19
OR5K4,0.2,False,0.0,0.19
SPATA31C2,0.16,False,0.0,0.19
OR2Y1,0.16,False,0.0,0.19
OR6P1,0.08,False,0.0,0.19
TMEM253,0.28,False,0.0,0.18
OR5A2,0.16,False,0.0,0.18
OR51D1,0.12,False,0.0,0.18
DEFB106A,0.04,False,0.0,0.18
GARIN5A,0.28,False,1.0,0.17
RBMY1A1,0.24,False,0.0,0.17
OR6C3,0.16,False,0.0,0.17
WFDC12,0.12,False,0.0,0.17
KRTAP6-1,0.28,False,0.0,0.16
TAF11L12,0.24,False,0.0,0.16
MTFP1,0.24,False,0.0,0.16
OR4A16,0.12,False,0.0,0.16
TMEM216,0.12,False,0.0,0.16
OR5M3,0.08,False,0.0,0.16
OR8G5,0.16,False,0.0,0.15
TARM1,0.16,False,0.0,0.15
OR5H6,0.12,False,0.0,0.15
OR9I1,0.08,False,0.0,0.15
OR4E2,0.32,False,0.0,0.14
PBDC1,0.24,False,0.0,0.14
OR6B1,0.24,False,0.0,0.14
USP17L22,0.2,False,0.0,0.14
ACTL9,0.12,False,0.0,0.14
OR51G2,0.08,False,0.0,0.14
SPDYE2B,0.08,False,0.0,0.14
OR4K13,0.04,False,0.0,0.14
OR4K15,0.24,False,0.0,0.13
LDLRAD1,0.2,False,0.0,0.13
OR6C6,0.16,False,0.0,0.13
TMEM212,0.08,False,0.0,0.13
KRTAP12-1,0.08,False,0.0,0.13
OR4F5,0.04,False,0.0,0.13
WFDC9,0.04,False,0.0,0.13
OR5L1,0.04,False,0.0,0.13
CLCA1,0.04,False,0.0,0.13
OR10H3,0.0,False,0.0,0.13
OR5K3,0.32,False,0.0,0.12
OR52J3,0.24,False,0.0,0.12
RNF113A,0.24,False,0.0,0.12
TPD52L3,0.16,False,0.0,0.12
SPANXN4,0.16,False,0.0,0.12
OR2M2,0.16,False,0.0,0.12
CALHM4,0.12,False,0.0,0.12
SLC7A13,0.12,False,0.0,0.12
TRIM31,0.08,False,0.0,0.12
RETNLB,0.08,False,0.0,0.12
OR4A8,0.08,False,0.0,0.12
MUC12,0.04,False,0.0,0.12
LCE3B,0.28,False,0.0,0.11
OR2Z1,0.2,False,0.0,0.11
EPS8L2,0.16,False,0.04,0.11
OR10V1,0.16,False,0.0,0.11
LCE1F,0.16,False,0.0,0.11
LIPK,0.12,False,0.0,0.11
GIMD1,0.12,False,0.0,0.11
OR4A15,0.08,False,0.0,0.11
OR8U3,0.08,False,0.0,0.11
KRTAP10-4,0.08,False,0.0,0.11
H4C13,0.08,False,0.0,0.11
OR6C76,0.04,False,0.0,0.11
EARS2,0.04,False,0.0,0.11
OR6C4,0.0,False,0.0,0.11
OR10H4,0.0,False,0.0,0.11
CMSS1,0.16,False,0.0,0.1
IL22RA2,0.16,False,0.0,0.1
H2BC1,0.12,False,0.0,0.1
OR1L4,0.12,False,0.0,0.1
OR5T1,0.12,False,0.0,0.1
FAM178B,0.12,False,0.0,0.1
TMPRSS9,0.08,False,0.0,0.1
PPP1R2B,0.08,False,0.0,0.1
OR8D2,0.04,False,0.0,0.1
OR51S1,0.04,False,0.0,0.1
OR1S2,0.0,False,0.0,0.1
RXFP4,0.0,False,0.0,0.1
OR4D2,0.24,False,0.0,0.09
H3Y2,0.2,False,0.0,0.09
TRIM49C,0.12,False,0.0,0.09
ATRX,0.08,True,0.8,0.09
PRB1,0.08,False,0.0,0.09
OR52R1,0.08,False,0.0,0.09
RNASE12,0.04,False,0.0,0.09
SLCO1B1,0.04,False,0.0,0.09
OR1A2,0.04,False,0.0,0.09
OR5H1,0.0,False,0.0,0.09
OR6C65,0.0,False,0.0,0.09
POTEC,0.0,False,0.0,0.09
SLC6A3,0.0,False,0.0,0.09
OR9K2,0.0,False,0.0,0.09
UGT2A1,0.0,False,0.0,0.09
OR10Q1,0.0,False,0.0,0.09
KRT24,0.0,False,0.0,0.09
OR13C8,0.0,False,0.0,0.09
CNBD1,0.36,False,0.0,0.08
OR4F21,0.28,False,0.0,0.08
OR5K1,0.24,False,0.0,0.08
OR5B21,0.2,False,0.0,0.08
GOLGA6L25,0.16,False,0.0,0.08
CCT8L2,0.16,False,0.68,0.08
KRT73,0.12,False,0.0,0.08
ZIM3,0.08,False,0.0,0.08
KRTAP19-3,0.08,False,0.0,0.08
OR6C75,0.08,False,0.0,0.08
CD200R1L,0.08,False,0.0,0.08
KRTAP13-3,0.08,False,0.0,0.08
CPA5,0.04,False,0.0,0.08
MRGPRX1,0.04,False,0.0,0.08
OR2T2,0.04,False,0.0,0.08
OR2V2,0.04,False,0.0,0.08
ETDA,0.04,False,0.0,0.08
GPR15LG,0.0,False,0.0,0.08
OR1P1,0.0,False,0.0,0.08
CPEB1,0.0,False,0.0,0.08
OR7D2,0.0,False,0.0,0.08
CDY1,0.0,False,0.0,0.08
OR4S1,0.0,False,0.0,0.08
ACTL7A,0.0,False,0.0,0.08
PRR23E,0.0,False,0.0,0.08
F9,0.16,False,0.0,0.07
STPG4,0.12,False,0.0,0.07
RBMY1F,0.12,False,0.0,0.07
OR14J1,0.12,False,0.0,0.07
KRTAP11-1,0.12,False,0.0,0.07
OR5P2,0.08,False,0.0,0.07
SACK1B,0.08,False,0.0,0.07
H2BW2,0.08,False,0.0,0.07
OR4F17,0.08,False,0.0,0.07
C12orf71,0.08,False,0.0,0.07
CLEC20A,0.08,False,0.0,0.07
H1-6,0.08,False,0.0,0.07
OR4X1,0.08,False,0.0,0.07
CT47A7,0.08,False,0.0,0.07
H4C12,0.04,False,0.0,0.07
SMR3A,0.04,False,0.0,0.07
FGGY,0.04,False,0.0,0.07
REG3G,0.04,False,0.0,0.07
SPATA31D3,0.04,False,0.0,0.07
OR10Z1,0.04,False,0.0,0.07
KRTAP4-5,0.04,False,0.0,0.07
SPINK13,0.04,False,0.0,0.07
OR6K6,0.04,False,0.0,0.07
KRTAP17-1,0.04,False,0.0,0.07
PROC,0.04,False,0.0,0.07
DAOA,0.04,False,0.0,0.07
CLRN3,0.04,False,0.0,0.07
DEFB123,0.04,False,0.0,0.07
OR12D3,0.0,False,0.0,0.07
GARIN3,0.0,False,0.0,0.07
KRTAP19-7,0.0,False,0.0,0.07
KRTAP4-7,0.0,False,0.0,0.07
ZG16,0.0,False,0.0,0.07
OR6Y1,0.0,False,0.0,0.07
OR10X1,0.0,False,0.0,0.07
OR6C74,0.0,False,0.0,0.07
CCDC179,0.0,False,0.0,0.07
IFNL3,0.0,False,0.0,0.07
XIRP1,0.0,False,0.0,0.07
DEFB130A,0.2,False,0.0,0.06
DEFB130B,0.2,False,0.0,0.06
CCDC182,0.16,False,0.0,0.06
BRDT,0.16,False,0.0,0.06
CDY1B,0.16,False,0.0,0.06
INS,0.12,False,0.0,0.06
IL4,0.12,False,0.0,0.06
OR8H2,0.12,False,0.0,0.06
CRISP3,0.12,False,0.0,0.06
SIGIRR,0.12,False,0.0,0.06
OR4K5,0.08,False,0.0,0.06
ZNF718,0.08,False,0.0,0.06
TGM6,0.08,False,0.0,0.06
TSPY9,0.08,False,0.0,0.06
OR52N5,0.08,False,0.0,0.06
OR5AK2,0.08,False,0.0,0.06
CFHR4,0.08,False,0.0,0.06
CYP3A4,0.08,False,0.0,0.06
OR10R2,0.08,False,0.0,0.06
PRAMEF25,0.08,False,0.0,0.06
TMEM177,0.08,False,0.04,0.06
SIGLEC12,0.08,False,0.0,0.06
C1QTNF9B,0.08,False,0.0,0.06
LIM2,0.08,False,0.0,0.06
DUSP4,0.08,False,1.0,0.06
FAM25C,0.04,False,0.0,0.06
OR56A1,0.04,False,0.0,0.06
ZNF625,0.04,False,0.0,0.06
LCE5A,0.04,False,0.0,0.06
OR8J1,0.04,False,0.0,0.06
TXNDC8,0.04,False,0.0,0.06
KRTAP10-2,0.04,False,0.0,0.06
RBMY1D,0.04,False,0.0,0.06
OR2AG2,0.04,False,0.0,0.06
TMEM207,0.04,False,0.0,0.06
RBP2,0.04,False,0.0,0.06
IL31,0.04,False,0.0,0.06
SLX1B,0.04,False,0.0,0.06
SPMIP9,0.04,False,0.0,0.06
OPRPN,0.04,False,0.0,0.06
WNT10A,0.04,False,0.0,0.06
SLC10A2,0.0,False,0.0,0.06
OR4L1,0.0,False,0.0,0.06
OR10G6,0.0,False,0.0,0.06
H2AB2,0.0,False,0.0,0.06
NDUFA1,0.0,False,0.0,0.06
CDY2B,0.0,False,0.0,0.06
CDY2A,0.0,False,0.0,0.06
WFDC6,0.0,False,0.0,0.06
SVOPL,0.0,False,0.0,0.06
OR51A2,0.0,False,0.0,0.06
NLRP7,0.0,False,0.0,0.06
CSN2,0.0,False,0.0,0.06
AMY1C,0.28,False,0.0,0.05
AMTN,0.16,False,0.0,0.05
KIR2DL4,0.12,False,0.0,0.05
OR2T12,0.12,False,0.0,0.05
LGALS14,0.12,False,0.0,0.05
LYPD5,0.08,False,0.0,0.05
OPN5,0.08,False,0.0,0.05
KCNA6,0.08,False,0.0,0.05
CDHR4,0.08,False,0.0,0.05
SEC14L4,0.08,False,0.0,0.05
OR13C4,0.08,False,0.0,0.05
ZFAND4,0.08,False,0.0,0.05
RDH8,0.08,False,0.0,0.05
DDC,0.08,False,0.0,0.05
OR2V1,0.08,False,0.0,0.05
OR2G3,0.08,False,0.0,0.05
GMPR,0.08,False,0.0,0.05
ANKRD62,0.08,False,1.0,0.05
LCE2D,0.04,False,0.0,0.05
KRTAP20-2,0.04,False,0.0,0.05
OR5M9,0.04,False,0.0,0.05
LY6L,0.04,False,0.0,0.05
DEFB107A,0.04,False,0.0,0.05
DEFB107B,0.04,False,0.0,0.05
TMEM98,0.04,False,0.0,0.05
OR2F2,0.04,False,0.0,0.05
KIT,0.04,False,0.0,0.05
OR10W1,0.04,False,0.0,0.05
OR5B17,0.04,False,0.0,0.05
RBMY1B,0.04,False,0.0,0.05
USP17L3,0.04,False,0.0,0.05
EDDM3B,0.04,False,0.0,0.05
TMPRSS4,0.04,False,0.0,0.05
SLC22A14,0.04,False,0.0,0.05
PSKH2,0.04,False,0.0,0.05
ARSH,0.04,False,0.0,0.05
MMP20,0.04,False,0.0,0.05
MUC16,0.04,False,0.0,0.05
COX7B,0.0,False,0.0,0.05
OR5D18,0.0,False,0.0,0.05
OR51I1,0.0,False,0.0,0.05
OR5H15,0.0,False,0.0,0.05
CHFR,0.0,False,0.0,0.05
TCN1,0.0,False,0.0,0.05
KRTAP22-1,0.0,False,0.0,0.05
OR5H2,0.0,False,0.0,0.05
MAGEA8,0.0,False,0.0,0.05
PRPS1L1,0.0,False,0.0,0.05
OR1M1,0.0,False,0.0,0.05
OR2T7,0.0,False,0.0,0.05
ARMCX5,0.0,False,0.0,0.05
KRABD1,0.0,False,0.0,0.05
CXorf66,0.0,False,0.0,0.05
OR8J3,0.0,False,0.0,0.05
OR5D13,0.0,False,0.0,0.05
SCGB2A2,0.0,False,0.0,0.05
OR4C11,0.0,False,0.0,0.05
POTED,0.0,False,0.0,0.05
POU2AF2,0.0,False,0.0,0.05
TSPEAR,0.0,False,0.0,0.05
OR5J2,0.0,False,0.0,0.05
SPINK2,0.0,False,0.0,0.05
C1QTNF3,0.0,False,0.0,0.05
OR4Q3,0.0,False,0.0,0.05
OR5A1,0.0,False,0.0,0.05
OR2T35,0.0,False,0.0,0.05
OR8U1,0.0,False,0.0,0.05
PRAMEF17,0.0,False,0.0,0.05
TRIM51,0.0,False,0.0,0.05
MISP,0.0,False,0.0,0.05
PRAMEF18,0.0,False,0.0,0.05
LRRC10B,0.0,False,0.0,0.05
C1orf185,0.0,False,0.0,0.05
AKR1C4,0.0,False,0.0,0.05
DEFB129,0.2,False,0.0,0.04
GCG,0.16,False,0.0,0.04
RBMY1J,0.16,False,0.0,0.04
MOGAT2,0.16,False,0.0,0.04
TENT5D,0.16,False,0.0,0.04
CT47C1,0.16,False,0.0,0.04
IL3,0.12,False,0.0,0.04
NLRP5,0.12,False,0.0,0.04
RUFY4,0.12,False,0.0,0.04
UGT2A3,0.12,False,0.0,0.04
RFPL4AL1,0.12,False,0.0,0.04
MROH9,0.12,False,0.0,0.04
TEX48,0.12,False,0.0,0.04
RNF222,0.08,False,0.0,0.04
KRTAP9-9,0.08,False,0.0,0.04
POTEE,0.08,False,0.0,0.04
DEFB114,0.08,False,0.0,0.04
PRDM9,0.08,False,0.0,0.04
EVPLL,0.08,False,0.0,0.04
ONECUT3,0.08,False,0.0,0.04
HYAL4,0.04,False,0.0,0.04
TSPY8,0.04,False,0.0,0.04
COX17,0.04,False,0.0,0.04
LCE4A,0.04,False,0.0,0.04
GSTT4,0.04,False,0.0,0.04
RFPL1,0.04,False,0.0,0.04
OR5C1,0.04,False,0.0,0.04
WFDC13,0.04,False,0.0,0.04
ARGFX,0.04,False,0.0,0.04
IMP4,0.04,False,0.0,0.04
ERFL,0.04,False,0.0,0.04
DRC4,0.04,False,0.0,0.04
DNTT,0.04,False,0.0,0.04
GPR150,0.04,False,0.0,0.04
SPDYE17,0.04,False,0.0,0.04
FOXL2,0.04,False,0.0,0.04
NFILZ,0.04,False,0.0,0.04
OR10P1,0.04,False,0.0,0.04
FMO3,0.04,False,0.0,0.04
NCBP2L,0.04,False,0.0,0.04
ADAD1,0.04,False,0.0,0.04
PTH,0.04,False,0.0,0.04
H2AL3,0.04,False,0.0,0.04
OR10G9,0.04,False,0.0,0.04
GLYATL3,0.04,False,0.0,0.04
SAXO1,0.04,False,0.0,0.04
CXCR2,0.04,False,0.0,0.04
KIF2B,0.04,False,0.0,0.04
MAGEB6B,0.04,False,0.0,0.04
CGB1,0.04,False,0.0,0.04
OR5W2,0.04,False,0.0,0.04
IL9R,0.04,False,0.0,0.04
OR5D16,0.04,False,0.0,0.04
HTR3E,0.04,False,0.0,0.04
FOXK2,0.04,False,0.0,0.04
AWAT2,0.04,False,0.0,0.04
OR56A3,0.0,False,0.0,0.04
KPNA7,0.0,False,0.0,0.04
OR2M3,0.0,False,0.0,0.04
KCNU1,0.0,False,0.0,0.04
GJB7,0.0,False,0.0,0.04
CLDN8,0.0,False,0.0,0.04
P3R3URF,0.0,False,0.0,0.04
SCP2D1,0.0,False,0.0,0.04
ILKAP,0.0,False,0.0,0.04
PGAP3,0.0,False,0.0,0.04
USP50,0.0,False,0.0,0.04
SLC2A14,0.0,False,0.0,0.04
LRRC39,0.0,False,0.0,0.04
SLC35G4,0.0,False,0.0,0.04
RNASE11,0.0,False,0.0,0.04
KRTAP10-3,0.0,False,0.0,0.04
OR10J4,0.0,False,0.0,0.04
FGA,0.0,False,0.0,0.04
LACTBL1,0.0,False,0.0,0.04
PRR23C,0.0,False,0.0,0.04
OR5F1,0.0,False,0.0,0.04
TPSG1,0.0,False,0.0,0.04
MGAT4D,0.0,False,0.0,0.04
CIMAP1D,0.0,False,0.0,0.04
GP9,0.0,False,0.0,0.04
OR4A5,0.0,False,0.0,0.04
OR4D10,0.0,False,0.0,0.04
SPDYE21,0.0,False,0.0,0.04
CST8,0.0,False,0.0,0.04
BLID,0.0,False,0.0,0.04
GPRC6A,0.0,False,0.0,0.04
RNASEH2B,0.0,False,0.0,0.04
OR7E24,0.0,False,0.0,0.04
SYCP1,0.0,False,0.0,0.04
OR11H4,0.0,False,0.0,0.04
SPANXN5,0.0,False,0.0,0.04
H2AC7,0.0,False,0.0,0.04
OR5T2,0.0,False,0.0,0.04
OR4D11,0.0,False,0.0,0.04
FAM170B,0.0,False,0.0,0.04
SETDB2,0.0,False,0.0,0.04
HTN3,0.0,False,0.0,0.04
OR2AK2,0.0,False,0.0,0.04
TMEM82,0.0,False,0.0,0.04
OR9G1,0.0,False,0.0,0.04
C9orf57,0.0,False,0.0,0.04
KPLCE,0.0,False,0.0,0.04
POTEA,0.0,False,0.0,0.04
CT83,0.0,False,0.0,0.04
ACTRT2,0.0,False,0.0,0.04
DYDC1,0.0,False,0.0,0.04
FANCD2OS,0.0,False,0.0,0.04
OR52N1,0.0,False,0.0,0.04
SLC25A2,0.0,False,0.0,0.04
TP53TG3C,0.0,False,0.0,0.04
OR5P3,0.0,False,0.0,0.04
OR6K2,0.0,False,0.0,0.04
OR5AS1,0.0,False,0.0,0.04
HSD3B2,0.0,False,0.0,0.04
DEFB112,0.24,False,0.0,0.03
SLC35G5,0.16,False,0.0,0.03
DEFB119,0.16,False,1.0,0.03
CFAP410,0.12,False,0.0,0.03
IL36G,0.12,False,0.0,0.03
DEFB110,0.12,False,0.0,0.03
OR5L2,0.12,False,0.0,0.03
RPL10L,0.12,False,0.0,0.03
CGA,0.08,False,0.0,0.03
CENPVL3,0.08,False,0.0,0.03
OR1I1,0.08,False,0.0,0.03
TERB2,0.08,False,0.0,0.03
OR4K14,0.08,False,0.0,0.03
KRTAP20-4,0.08,False,0.0,0.03
SIRPB1,0.08,False,0.0,0.03
PRR20C,0.08,False,0.0,0.03
OR8H1,0.08,False,0.0,0.03
MT1HL1,0.08,False,0.0,0.03
OR52W1,0.08,False,0.0,0.03
DNMT3L,0.08,False,0.0,0.03
SLC22A13,0.08,False,0.0,0.03
PHOX2B,0.08,False,0.0,0.03
OR8J2,0.08,False,0.0,0.03
KRTAP3-3,0.08,False,0.0,0.03
LYPD6B,0.08,False,0.0,0.03
OR6C2,0.08,False,0.0,0.03
CBLL2,0.08,False,0.0,0.03
KRTAP4-1,0.08,False,0.0,0.03
SPANXN1,0.08,False,0.0,0.03
KRTAP26-1,0.08,False,0.0,0.03
GNGT1,0.08,False,0.0,0.03
FRG2B,0.08,False,0.0,0.03
ADAM18,0.08,False,0.0,0.03
ALG1L2,0.08,False,0.0,0.03
PRAMEF10,0.04,False,0.0,0.03
TAS2R41,0.04,False,0.0,0.03
KRTAP10-1,0.04,False,0.0,0.03
GH2,0.04,False,0.0,0.03
TMEM239,0.04,False,0.0,0.03
TAC4,0.04,False,0.0,0.03
OR4D5,0.04,False,0.0,0.03
STXBP6,0.04,False,0.0,0.03
TEX38,0.04,False,0.0,0.03
USP17L13,0.04,False,0.0,0.03
SOST,0.04,False,0.0,0.03
OR11H7,0.04,False,0.0,0.03
CALCA,0.04,False,0.0,0.03
ELP5,0.04,False,0.0,0.03
TRIM42,0.04,False,0.0,0.03
OR5D14,0.04,False,0.0,0.03
OR10J1,0.04,False,0.0,0.03
FAM47A,0.04,False,0.0,0.03
GAGE12C,0.04,False,0.0,0.03
GAGE12D,0.04,False,0.0,0.03
GAGE10,0.04,False,0.0,0.03
PRAMEF8,0.04,False,0.0,0.03
OR14A2,0.04,False,0.0,0.03
OR1A1,0.04,False,0.0,0.03
MYH1,0.04,False,0.0,0.03
SERPINB11,0.04,False,0.0,0.03
ERVMER34-1,0.04,False,0.0,0.03
KRT78,0.04,False,0.0,0.03
XKR3,0.04,False,0.0,0.03
SIGLECL1,0.04,False,0.0,0.03
CYP1A2,0.04,False,0.0,0.03
KRTAP9-2,0.04,False,0.0,0.03
GBX1,0.04,False,0.0,0.03
UGT2B28,0.04,False,0.0,0.03
ZNF732,0.04,False,0.0,0.03
MMP26,0.04,False,0.0,0.03
TLE7,0.04,False,0.0,0.03
ALOX15,0.04,False,0.0,0.03
NLRP13,0.04,False,0.0,0.03
OR5AN1,0.04,False,0.0,0.03
ASCL3,0.0,False,0.0,0.03
CYP26A1,0.0,False,0.0,0.03
KRTAP4-11,0.0,False,0.0,0.03
OR10T2,0.0,False,0.0,0.03
TRMT1L,0.0,False,0.0,0.03
UMOD,0.0,False,0.0,0.03
BHMT2,0.0,False,0.0,0.03
OR4C45,0.0,False,0.0,0.03
ETDB,0.0,False,0.0,0.03
CST6,0.0,False,0.0,0.03
IL23R,0.0,False,0.0,0.03
IFNL2,0.0,False,0.0,0.03
PRDM14,0.0,False,0.0,0.03
TERB1,0.0,False,0.0,0.03
HNRNPCL4,0.0,False,0.0,0.03
TRIM29,0.0,False,0.0,0.03
LHFPL7,0.0,False,0.0,0.03
GAGE2E,0.0,False,0.0,0.03
SPZ1,0.0,False,0.0,0.03
UBE2U,0.0,False,0.0,0.03
PRM3,0.0,False,0.0,0.03
TLL1,0.0,False,0.0,0.03
TMEM225,0.0,False,0.0,0.03
IFNA8,0.0,False,0.0,0.03
ZNF80,0.0,False,0.0,0.03
ZSCAN4,0.0,False,0.0,0.03
SULT4A1,0.0,False,0.0,0.03
PRSS58,0.0,False,0.0,0.03
LRRC3C,0.0,False,0.0,0.03
ERICH6,0.0,False,0.0,0.03
ASIC5,0.0,False,0.0,0.03
OR2B11,0.0,False,0.0,0.03
MYPN,0.0,False,0.0,0.03
NPIPA5,0.0,False,0.0,0.03
SPATA31D4,0.0,False,0.0,0.03
OR2G2,0.0,False,0.0,0.03
OR4X2,0.0,False,0.0,0.03
LCE2B,0.0,False,0.0,0.03
KISS1,0.0,False,0.0,0.03
TSPY1,0.0,False,0.0,0.03
AKR1D1,0.0,False,0.0,0.03
KRTAP10-12,0.0,False,0.0,0.03
H3C11,0.0,False,0.0,0.03
MTNR1B,0.0,False,0.0,0.03
SPINT4,0.0,False,0.0,0.03
OR2A42,0.0,False,0.0,0.03
CCL17,0.0,False,0.0,0.03
LELP1,0.0,False,0.0,0.03
STRIT1,0.0,False,0.0,0.03
OR52E4,0.0,False,0.0,0.03
OR2M7,0.0,False,0.0,0.03
RTL8C,0.0,False,0.0,0.03
OGFOD3,0.0,False,0.0,0.03
OR5AC2,0.0,False,0.0,0.03
KRT26,0.0,False,0.0,0.03
H2AC1,0.0,False,0.0,0.03
OR4F3,0.0,False,0.0,0.03
NIPSNAP1,0.0,False,0.0,0.03
OR8B8,0.0,False,0.0,0.03
OR9Q1,0.0,False,0.0,0.03
DCAF8L1,0.0,False,0.0,0.03
OR6C68,0.0,False,0.0,0.03
MAGEA10,0.0,False,0.0,0.03
PRAMEF12,0.0,False,0.0,0.03
TSBP1,0.0,False,0.0,0.03
OR4F15,0.0,False,0.0,0.03
TEKT4,0.0,False,0.0,0.03
SIM1,0.0,False,0.0,0.03
NT5M,0.0,False,0.0,0.03
ZNF888,0.0,False,0.0,0.03
SCLY,0.0,False,0.0,0.03
FNDC10,0.0,False,0.0,0.03
ERVV-1,0.0,False,0.0,0.03
HCRTR1,0.0,False,0.0,0.03
OR2B2,0.0,False,0.0,0.03
TCP11X2,0.0,False,0.0,0.03
OR9H1,0.0,False,0.0,0.03
GAGE12E,0.0,False,0.0,0.03
PRR23A,0.0,False,0.0,0.03
THOC3,0.0,False,0.0,0.03
RTL8B,0.0,False,0.0,0.03
CLDN3,0.0,False,0.0,0.03
UBE2F,0.0,False,0.0,0.03
TMCO5A,0.0,False,0.0,0.03
KRTAP6-3,0.0,False,0.0,0.03
CELA3A,0.0,False,0.0,0.03
OR9Q2,0.0,False,0.0,0.03
DEFB104A,0.0,False,0.0,0.03
DEFB104B,0.0,False,0.0,0.03
CLEC4C,0.0,False,0.0,0.03
PYDC2,0.0,False,0.0,0.03
CT55,0.0,False,0.0,0.03
ADAM2,0.0,False,0.0,0.03
ZNF479,0.0,False,0.0,0.03
LLPH,0.0,False,0.0,0.03
TJP3,0.0,False,0.0,0.03
SPDYE12,0.0,False,0.0,0.03
OR2T6,0.0,False,0.0,0.03
GP2,0.0,False,0.0,0.03
HCN4,0.0,False,0.0,0.03
BPIFB2,0.0,False,0.0,0.03
SPATC1L,0.0,False,0.0,0.03
MARCOL,0.0,False,0.0,0.03
CCDC187,0.0,False,0.0,0.03
TSPY3,0.0,False,0.0,0.03
OR51L1,0.0,False,0.0,0.03
PXT1,0.0,False,0.0,0.03
SPINK7,0.0,False,0.0,0.03
OR4F6,0.0,False,0.0,0.03
CBY3,0.0,False,0.0,0.03
OR1R1,0.0,False,0.0,0.03
C8B,0.0,False,0.0,0.03
CXorf51A,0.0,False,0.0,0.03
POM121L12,0.0,False,0.0,0.03
CTAG2,0.0,False,0.0,0.03
KRT82,0.0,False,0.0,0.03
SFT2D3,0.0,False,0.0,0.03
RNASE10,0.0,False,0.0,0.03
SPDYE18,0.0,False,0.0,0.03
LCE2C,0.0,False,0.0,0.03
OR8H3,0.0,False,0.0,0.03
CTAG1A,0.0,False,0.0,0.03
AKAP14,0.0,False,0.0,0.03
RGPD4,0.0,False,0.0,0.03
ALOX12,0.2,False,0.0,0.02
ZFR2,0.16,False,1.0,0.02
CABP5,0.16,False,0.0,0.02
FAM236A,0.16,False,0.0,0.02
PDCL2,0.12,False,0.0,0.02
MUCL3,0.12,False,0.0,0.02
OR4C16,0.12,False,0.0,0.02
CSH1,0.12,False,0.0,0.02
EDDM13,0.12,False,0.0,0.02
C16orf95,0.12,False,0.0,0.02
APOA2,0.12,False,0.0,0.02
NLRP8,0.12,False,0.0,0.02
KRT25,0.12,False,0.0,0.02
HTR6,0.08,False,0.0,0.02
OR2A4,0.08,False,0.0,0.02
ASB15,0.08,False,0.0,0.02
FNDC11,0.08,False,0.0,0.02
PGLYRP4,0.08,False,0.0,0.02
OR5D3,0.08,False,0.0,0.02
APOOL,0.08,False,0.0,0.02
SERPINA12,0.08,False,0.0,0.02
NLRP9,0.08,False,0.0,0.02
PATE3,0.08,False,0.0,0.02
SLC13A2,0.08,False,0.0,0.02
PKD2L2,0.08,False,0.0,0.02
TPTE,0.08,False,0.0,0.02
PPP1R27,0.08,False,0.0,0.02
GPR152,0.08,False,0.0,0.02
OR52B4,0.08,False,0.0,0.02
TEX46,0.08,False,0.0,0.02
OR2B6,0.08,False,0.0,0.02
AOC1,0.08,False,0.0,0.02
RET,0.08,False,0.0,0.02
AMELY,0.08,False,0.0,0.02
MBD3L1,0.08,False,0.0,0.02
RPL26L1,0.08,False,0.0,0.02
COX7B2,0.08,False,0.0,0.02
HEATR4,0.04,False,0.0,0.02
OR10G8,0.04,False,0.0,0.02
OR7D4,0.04,False,0.0,0.02
ZNF705B,0.04,False,0.0,0.02
OR52E8,0.04,False,0.0,0.02
TLL2,0.04,False,0.0,0.02
OR5AC1,0.04,False,0.0,0.02
PASD1,0.04,False,0.0,0.02
MEI4,0.04,False,0.0,0.02
ACSM4,0.04,False,0.0,0.02
CRYBA4,0.04,False,0.0,0.02
TAAR1,0.04,False,0.0,0.02
KRTAP6-2,0.04,False,0.0,0.02
TP53TG3D,0.04,False,0.0,0.02
OR11H1,0.04,False,0.0,0.02
GPR119,0.04,False,0.0,0.02
TRIM43B,0.04,False,0.0,0.02
OR5V1,0.04,False,0.0,0.02
OR8B12,0.04,False,0.0,0.02
DEFB108B,0.04,False,0.0,0.02
CIBAR1,0.04,False,0.0,0.02
ANKRD7,0.04,False,0.0,0.02
PRR20D,0.04,False,0.0,0.02
PRR20E,0.04,False,0.0,0.02
OR12D1,0.04,False,0.0,0.02
ASZ1,0.04,False,0.0,0.02
OR2A1,0.04,False,0.0,0.02
