gene,outer_fold_selection_frequency,in_telomere_panel,univariate_frequency,subsample_selection_frequency
WDR64,0.04,False,0.0,0.0
RNF113B,0.04,False,0.0,0.0
CIMIP2B,0.04,False,0.0,0.0
CSH1,0.04,False,0.0,0.0
H2AC1,0.04,False,0.0,0.0
TAS2R46,0.04,False,0.0,0.0
LDHC,0.04,False,0.0,0.0
CALR3,0.04,False,0.0,0.0
SYT5,0.04,False,0.0,0.0
OR52A1,0.04,False,0.0,0.0
BNC1,0.04,False,0.0,0.0
OR2C1,0.04,False,0.0,0.0
SPMIP5,0.04,False,0.0,0.0
C3orf22,0.04,False,0.0,0.0
SAMD7,0.04,False,0.0,0.0
C16orf82,0.04,False,0.0,0.0
TRIM31,0.04,False,0.0,0.0
PTGER1,0.04,False,0.0,0.0
LDHAL6A,0.04,False,0.0,0.0
RBMXL2,0.04,False,0.0,0.0
CALHM3,0.04,False,0.0,0.0
TNNT2,0.04,False,0.0,0.0
RSPO4,0.04,False,0.0,0.0
CFAP91,0.04,False,0.0,0.0
ABCC11,0.04,False,0.0,0.0
ZDHHC11,0.04,False,0.0,0.0
RAB3IP,0.04,False,0.0,0.0
WDR18,0.04,False,0.0,0.0
INPP4B,0.04,False,0.0,0.0
IFIT1B,0.04,False,0.0,0.0
CHCT1,0.04,False,0.0,0.0
URAD,0.04,False,0.0,0.0
DEFB127,0.04,False,0.0,0.0
OR10J3,0.04,False,0.0,0.0
C8G,0.04,False,0.0,0.0
LAIR2,0.04,False,0.0,0.0
NRIP3,0.04,False,0.0,0.0
C1orf21,0.04,False,0.0,0.0
SPATA6L,0.04,False,0.0,0.0
SHLD2,0.04,False,0.0,0.0
OR8A1,0.04,False,0.0,0.0
PALS2,0.04,False,0.0,0.0
PABPC3,0.04,False,0.0,0.0
RNF175,0.04,False,0.0,0.0
ADCY1,0.04,False,0.0,0.0
GAGE1,0.04,False,0.0,0.0
BMPR1A,0.04,False,0.0,0.0
CDH12,0.04,False,0.0,0.0
BPI,0.04,False,0.0,0.0
PTPN20,0.04,False,0.0,0.0
SNAI3,0.04,False,0.0,0.0
DEFB121,0.04,False,0.0,0.0
KRTAP12-4,0.04,False,0.0,0.0
PLA2G2C,0.04,False,0.0,0.0
GOLGA6L24,0.04,False,0.0,0.0
RET,0.04,False,0.0,0.0
CBLB,0.04,False,0.0,0.0
AGTR2,0.04,False,0.0,0.0
BTNL2,0.04,False,0.0,0.0
TSPAN32,0.04,False,0.0,0.0
DEFB130A,0.04,False,0.0,0.0
DEFB130B,0.04,False,0.0,0.0
FAM47C,0.04,False,0.0,0.0
BPIFB6,0.04,False,0.0,0.0
KCNA10,0.04,False,0.0,0.0
TRIM64B,0.04,False,0.0,0.0
H3C1,0.04,False,0.0,0.0
GLUD2,0.04,False,0.0,0.0
MIOX,0.04,False,0.0,0.0
RAP1GAP,0.04,False,0.0,0.0
NUTM2E,0.04,False,0.0,0.0
TEX38,0.04,False,0.0,0.0
CNTN5,0.04,False,0.0,0.0
TRIM71,0.04,False,0.0,0.0
NPAP1,0.04,False,0.0,0.0
POLE4,0.04,False,0.0,0.0
RS1,0.04,False,0.0,0.0
KNDC1,0.04,False,0.0,0.0
ITLN1,0.04,False,0.0,0.0
GPR22,0.04,False,0.0,0.0
SIK1,0.04,False,0.0,0.0
CEBPE,0.04,False,0.0,0.0
MEIKIN,0.04,False,0.0,0.0
IZUMO1R,0.04,False,0.0,0.0
MYF5,0.04,False,0.0,0.0
FAM153B,0.04,False,0.0,0.0
PRKG2,0.04,False,0.0,0.0
KRT9,0.04,False,0.0,0.0
LIPM,0.04,False,0.0,0.0
OR5AL1,0.04,False,0.0,0.0
RBMY1A1,0.04,False,0.0,0.0
LGSN,0.04,False,0.0,0.0
PSG3,0.04,False,0.0,0.0
SLC2A13,0.04,False,0.0,0.0
AADACL4,0.04,False,0.0,0.0
IL5,0.04,False,0.0,0.0
THAP2,0.04,False,0.0,0.0
HAND2,0.04,False,0.0,0.0
CROCC2,0.04,False,0.0,0.0
BST1,0.04,False,0.0,0.0
SIRPD,0.04,False,0.0,0.0
SYN1,0.04,False,0.0,0.0
MBTPS2,0.04,False,0.0,0.0
SMS,0.04,False,0.0,0.0
SLC7A10,0.04,False,0.0,0.0
NUDT14,0.04,False,0.0,0.0
C9,0.04,False,0.0,0.0
TAS2R31,0.04,False,0.0,0.0
EYA4,0.04,False,0.0,0.0
IRX6,0.04,False,0.0,0.0
KCNMB2,0.04,False,0.0,0.0
CHIT1,0.04,False,0.0,0.0
HS3ST6,0.04,False,0.0,0.0
MC5R,0.04,False,0.0,0.0
SEPTIN12,0.04,False,0.0,0.0
DCAF8L1,0.04,False,0.0,0.0
