gene,outer_fold_selection_frequency,in_telomere_panel,univariate_frequency,subsample_selection_frequency
DRG2,0.88,False,0.96,1.0
OR4K3,0.92,False,0.36,0.96
OR4K2,0.84,False,0.0,0.89
SLC6A18,0.48,False,0.0,0.79
DEFB119,0.52,False,0.44,0.63
OR2D2,0.08,False,0.0,0.55
OR52E1,0.08,False,0.0,0.52
H2AC17,0.12,False,0.0,0.51
ZDHHC19,0.24,False,0.0,0.48
DEFB124,0.44,False,0.0,0.44
REM1,0.24,False,0.0,0.42
POU1F1,0.2,False,0.0,0.41
TMEM95,0.16,False,0.0,0.37
SULT6B1,0.28,False,0.0,0.35
OR2A12,0.2,False,0.0,0.34
ANO3,0.12,False,0.0,0.34
PADI6,0.12,False,0.0,0.33
CCDC27,0.28,False,0.0,0.32
TAS2R7,0.24,False,0.0,0.32
OR52B6,0.2,False,0.0,0.32
NUTM2A,0.16,False,0.0,0.31
GALP,0.2,False,0.0,0.29
OR10G7,0.2,False,0.0,0.29
SPATA32,0.2,False,0.0,0.28
ETDB,0.16,False,0.0,0.28
H4C5,0.32,False,0.0,0.27
USP17L23,0.16,False,0.0,0.27
ERVV-1,0.2,False,0.0,0.26
BPIFA3,0.36,False,0.0,0.25
SLC36A3,0.24,False,0.0,0.25
H4C9,0.2,False,0.0,0.25
OR1A2,0.16,False,0.0,0.25
IRX6,0.04,False,0.0,0.25
CT55,0.08,False,0.0,0.24
AQP7B,0.04,False,0.0,0.24
OR4A5,0.32,False,0.0,0.23
RAMACL,0.16,False,0.0,0.23
OR6B3,0.16,False,0.0,0.23
PLA2G2C,0.12,False,0.0,0.23
TAS2R39,0.08,False,0.0,0.23
TNFRSF8,0.2,False,0.0,0.22
CCT8L2,0.2,False,0.0,0.22
CT45A2,0.16,False,0.0,0.22
OPN1LW,0.12,False,0.0,0.22
ZNF80,0.08,False,0.0,0.22
GPR142,0.2,False,0.0,0.21
KRTAP9-2,0.04,False,0.0,0.21
NLRP13,0.2,False,0.0,0.2
KRTAP5-11,0.16,False,0.0,0.2
NPPA,0.08,False,0.0,0.19
CIMIP4,0.04,False,0.0,0.19
CNGB3,0.0,False,0.0,0.19
ANKRD62,0.24,False,0.0,0.18
KRTAP5-10,0.24,False,0.0,0.18
DEFB106A,0.16,False,0.0,0.18
GAGE10,0.12,False,0.0,0.18
LDHAL6B,0.16,False,0.0,0.17
ZNF560,0.12,False,0.0,0.17
FAM90A20,0.12,False,0.0,0.17
SPATA45,0.12,False,0.0,0.17
OR4N2,0.12,False,0.04,0.17
OR1R1,0.12,False,0.0,0.17
OR10A6,0.08,False,0.0,0.17
INSL6,0.04,False,0.0,0.17
LRRC9,0.0,False,0.0,0.17
OR52D1,0.16,False,0.0,0.16
MYO18B,0.12,False,0.0,0.16
OR13C7,0.08,False,0.0,0.16
BARHL2,0.08,False,0.0,0.16
H4C12,0.08,False,0.0,0.16
HP,0.08,False,0.0,0.16
TMPRSS7,0.08,False,0.0,0.16
TRIP4,0.08,False,0.0,0.16
SLC38A11,0.04,False,0.0,0.16
CT45A7,0.04,False,0.0,0.16
IL1RAPL2,0.0,False,0.0,0.16
KRTAP15-1,0.2,False,0.0,0.15
FRG2C,0.16,False,0.0,0.15
OR10W1,0.16,False,0.0,0.15
GK3,0.08,False,0.0,0.15
OR1J4,0.08,False,0.0,0.15
SPC25,0.04,False,1.0,0.15
SLC18A3,0.0,False,0.0,0.15
OR1S2,0.24,False,0.0,0.14
CLNK,0.16,False,0.0,0.14
FRG2,0.12,False,0.0,0.14
RHOXF2B,0.08,False,0.0,0.14
OR6B2,0.04,False,0.0,0.14
CT45A8,0.04,False,0.0,0.14
VCX3B,0.04,False,0.0,0.14
KRTAP3-2,0.04,False,0.0,0.14
CATSPER1,0.04,False,0.0,0.14
HSPB9,0.04,False,0.0,0.14
CXorf51B,0.0,False,0.0,0.14
OR5B3,0.12,False,0.0,0.13
OR2J1,0.12,False,0.0,0.13
SLC5A5,0.08,False,0.0,0.13
ZNF474,0.08,False,0.0,0.13
SFT2D3,0.08,False,0.0,0.13
FRMD7,0.2,False,0.0,0.12
ABCB11,0.2,False,0.0,0.12
SERPINA2,0.16,False,0.0,0.12
HTR3A,0.12,False,0.0,0.12
NKX2-3,0.12,False,0.0,0.12
CATSPERZ,0.12,False,0.0,0.12
USP17L10,0.12,False,0.0,0.12
TECTB,0.08,False,0.0,0.12
OR10Z1,0.08,False,0.0,0.12
CDRT15,0.08,False,0.0,0.12
OR4C16,0.08,False,0.0,0.12
CPNE7,0.04,False,0.0,0.12
OR6C4,0.0,False,0.0,0.12
CCDC182,0.16,False,0.0,0.11
SPTSSB,0.12,False,0.0,0.11
VN1R2,0.12,False,0.0,0.11
MFRP,0.08,False,0.0,0.11
AANAT,0.08,False,0.0,0.11
SMIM47,0.08,False,0.0,0.11
CCDC89,0.08,False,0.0,0.11
EPPIN,0.08,False,0.0,0.11
BPIFB6,0.08,False,0.0,0.11
OR9A4,0.04,False,0.0,0.11
OR51M1,0.0,False,0.0,0.11
RNASE11,0.0,False,0.0,0.11
OR56A5,0.0,False,0.0,0.11
ATP4B,0.2,False,0.0,0.1
TP53TG3E,0.16,False,0.0,0.1
OR52M1,0.16,False,0.0,0.1
OR5P3,0.16,False,0.0,0.1
FAM47C,0.08,False,0.0,0.1
OXT,0.08,False,0.0,0.1
KDM4E,0.08,False,0.0,0.1
KCNK18,0.08,False,0.0,0.1
OR10Q1,0.08,False,0.0,0.1
TSSK2,0.04,False,0.0,0.1
TSSK1B,0.04,False,0.0,0.1
KRTAP10-2,0.04,False,0.0,0.1
MYH8,0.0,False,0.0,0.1
CCDC81,0.0,False,0.0,0.1
OR3A2,0.0,False,0.0,0.1
GH1,0.0,False,0.0,0.1
OR4K1,0.24,False,0.0,0.09
H4C7,0.2,False,0.0,0.09
NPS,0.12,False,0.0,0.09
NDST3,0.12,False,0.0,0.09
OR2T34,0.12,False,0.0,0.09
OR2B3,0.12,False,0.0,0.09
RGSL1,0.12,False,0.0,0.09
LCN1,0.12,False,0.0,0.09
NUP210L,0.08,False,0.0,0.09
DEFB129,0.08,False,0.0,0.09
MUSK,0.04,False,0.0,0.09
OR6X1,0.04,False,0.0,0.09
KLRC1,0.04,False,0.0,0.09
OR5F1,0.04,False,0.0,0.09
CLDN34,0.04,False,0.0,0.09
HSD17B6,0.04,False,0.0,0.09
DEFB112,0.04,False,0.0,0.09
ETDA,0.04,False,0.0,0.09
MAGEB5,0.0,False,0.0,0.09
FAM187B,0.0,False,0.0,0.09
LIM2,0.12,False,0.0,0.08
SLCO1B7,0.12,False,0.0,0.08
OR8D1,0.12,False,0.0,0.08
IQCF3,0.12,False,0.0,0.08
KCNH4,0.08,False,0.0,0.08
KRTAP10-1,0.08,False,0.0,0.08
OR8H1,0.08,False,0.0,0.08
TEX46,0.08,False,0.0,0.08
OR5D16,0.08,False,0.0,0.08
HTR6,0.04,False,0.0,0.08
TYW1B,0.04,False,0.0,0.08
FABP6,0.04,False,0.0,0.08
CCDC141,0.04,False,0.0,0.08
IFIT1B,0.04,False,0.0,0.08
C3orf22,0.04,False,0.0,0.08
SLC6A3,0.04,False,0.0,0.08
TNP2,0.04,False,0.0,0.08
HPCA,0.04,False,0.0,0.08
MIP,0.04,False,0.0,0.08
C16orf90,0.0,False,0.0,0.08
IL40,0.0,False,0.0,0.08
OR13F1,0.16,False,0.0,0.07
OR5B17,0.16,False,0.0,0.07
GOLGA8O,0.12,False,0.0,0.07
GPR83,0.12,False,0.0,0.07
OR11H4,0.12,False,0.0,0.07
ALX3,0.08,False,0.0,0.07
MAGEB18,0.08,False,0.0,0.07
USP26,0.08,False,0.0,0.07
OR2G6,0.08,False,0.0,0.07
CDKL4,0.04,False,0.0,0.07
CT45A9,0.04,False,0.0,0.07
TRIM42,0.04,False,0.0,0.07
OR10H4,0.04,False,0.0,0.07
ATOH7,0.04,False,0.0,0.07
FBXW10,0.04,False,0.0,0.07
SULT1C3,0.04,False,0.0,0.07
SEMG1,0.04,False,0.0,0.07
GLT6D1,0.04,False,0.0,0.07
BFSP1,0.04,False,0.0,0.07
GJA9,0.04,False,0.0,0.07
POMZP3,0.0,False,0.0,0.07
DEFB125,0.0,False,0.0,0.07
GPRC5D,0.0,False,0.0,0.07
ZAR1L,0.0,False,0.0,0.07
TMEM216,0.0,False,0.0,0.07
SPATA31A3,0.0,False,0.0,0.07
SMPX,0.0,False,0.0,0.07
UBTFL1,0.0,False,0.0,0.07
MRLN,0.0,False,0.0,0.07
KRTAP9-7,0.0,False,0.0,0.07
PRAMEF12,0.0,False,0.0,0.07
SMIM11,0.12,False,0.0,0.06
PATE1,0.12,False,0.0,0.06
GNRH1,0.12,False,0.0,0.06
CBLL2,0.08,False,0.0,0.06
FAM194C,0.08,False,0.0,0.06
SELENOV,0.08,False,0.0,0.06
MINAR2,0.08,False,0.0,0.06
SPDYE21,0.08,False,0.0,0.06
ARR3,0.08,False,0.0,0.06
KRTAP7-1,0.08,False,0.0,0.06
H2BC3,0.08,False,0.0,0.06
STRA8,0.08,False,0.0,0.06
LIPM,0.08,False,0.0,0.06
TAAR9,0.08,False,0.0,0.06
MTUS2,0.04,False,0.0,0.06
USP17L4,0.04,False,0.0,0.06
OR2T29,0.04,False,0.0,0.06
SHFL,0.04,False,0.0,0.06
OR7G1,0.04,False,0.0,0.06
RBMY1E,0.04,False,0.0,0.06
SPATA1,0.04,False,0.0,0.06
PRY,0.04,False,0.0,0.06
OR4F21,0.04,False,0.0,0.06
NCR2,0.04,False,0.0,0.06
ANKRD7,0.04,False,0.0,0.06
GPR52,0.04,False,0.0,0.06
GPHB5,0.04,False,0.0,0.06
OCM2,0.04,False,0.0,0.06
KCNJ6,0.04,False,0.0,0.06
CDY1,0.04,False,0.0,0.06
RAX2,0.04,False,0.0,0.06
SLC25A31,0.04,False,0.0,0.06
MPC1L,0.0,False,0.0,0.06
LDHAL6A,0.0,False,0.0,0.06
ZACN,0.0,False,0.0,0.06
DUX4,0.0,False,0.0,0.06
CDX4,0.0,False,0.0,0.06
SCGB1D4,0.0,False,0.0,0.06
MLN,0.0,False,0.0,0.06
CGB3,0.0,False,0.0,0.06
OLIG3,0.0,False,0.0,0.06
LYPD6B,0.0,False,0.0,0.06
MOS,0.0,False,0.0,0.06
TBC1D3D,0.16,False,0.0,0.05
OR8I2,0.12,False,0.0,0.05
SDR42E2,0.12,False,0.0,0.05
FCN2,0.12,False,0.0,0.05
OR56B1,0.08,False,0.0,0.05
NETO1,0.08,False,0.0,0.05
CHAT,0.08,False,0.0,0.05
TRIM75,0.08,False,0.0,0.05
KCTD19,0.08,False,0.0,0.05
OR6M1,0.08,False,0.0,0.05
ADGB,0.08,False,0.0,0.05
TEX13C,0.08,False,0.0,0.05
PLET1,0.08,False,0.0,0.05
IFNA4,0.04,False,0.0,0.05
STOML3,0.04,False,0.0,0.05
ZFP57,0.04,False,0.0,0.05
ETV3L,0.04,False,0.0,0.05
MAS1L,0.04,False,0.0,0.05
GARIN2,0.04,False,0.0,0.05
ACP7,0.04,False,0.0,0.05
CCDC192,0.04,False,0.0,0.05
MAGEA1,0.04,False,0.0,0.05
UBE2L5,0.04,False,0.0,0.05
SLC25A47,0.04,False,0.0,0.05
ANP32D,0.04,False,0.0,0.05
PRR5,0.04,False,0.0,0.05
PROKR1,0.04,False,0.0,0.05
ZC2HC1B,0.04,False,0.0,0.05
SPDYC,0.04,False,0.0,0.05
SUN3,0.04,False,0.0,0.05
XKR9,0.04,False,0.0,0.05
FLG,0.04,False,0.0,0.05
AQP10,0.04,False,0.0,0.05
NPPB,0.04,False,0.0,0.05
C12orf71,0.04,False,0.0,0.05
HSFY2,0.04,False,0.0,0.05
SH2D4B,0.04,False,0.0,0.05
XAGE3,0.04,False,0.0,0.05
DEFB135,0.0,False,0.0,0.05
MCCD1,0.0,False,0.0,0.05
PFN3,0.0,False,0.0,0.05
TSLP,0.0,False,0.0,0.05
CCDC42,0.0,False,0.0,0.05
SLC6A5,0.0,False,0.0,0.05
TBC1D3I,0.0,False,0.0,0.05
USP17L2,0.0,False,0.0,0.05
ODAPH,0.0,False,0.0,0.05
GPR149,0.0,False,0.0,0.05
H2BW1,0.0,False,0.0,0.05
SCGB1C1,0.0,False,0.0,0.05
LYZL1,0.0,False,0.0,0.05
SUMO4,0.0,False,0.0,0.05
OR4M2B,0.0,False,0.0,0.05
PKD1L3,0.0,False,0.0,0.05
CDC14C,0.0,False,0.0,0.05
NUTM2E,0.0,False,0.0,0.05
LIPF,0.0,False,0.0,0.05
KISS1R,0.0,False,0.0,0.05
HES7,0.0,False,0.0,0.05
CRYGD,0.0,False,0.0,0.05
CYP26C1,0.0,False,0.0,0.05
PRAMEF7,0.0,False,0.0,0.05
TMEM78,0.0,False,0.0,0.05
KLHL10,0.0,False,0.0,0.05
LALBA,0.0,False,0.0,0.05
ANGPTL6,0.16,False,0.0,0.04
OR4M2,0.12,False,0.0,0.04
MYH13,0.12,False,0.0,0.04
C18orf63,0.12,False,0.0,0.04
H2AC11,0.12,False,0.0,0.04
OR4M1,0.12,False,0.0,0.04
OR10V1,0.12,False,0.0,0.04
OR2M4,0.12,False,0.0,0.04
IL4,0.12,False,0.0,0.04
OR2T27,0.08,False,0.0,0.04
KRTAP22-1,0.08,False,0.0,0.04
C8orf89,0.08,False,0.0,0.04
CTAG1A,0.08,False,0.0,0.04
TMC3,0.04,False,0.0,0.04
MYMX,0.04,False,0.0,0.04
OR2M3,0.04,False,0.0,0.04
CORT,0.04,False,0.0,0.04
MATN1,0.04,False,0.0,0.04
RNF222,0.04,False,0.0,0.04
VSIG8,0.04,False,0.0,0.04
OR4C6,0.04,False,0.0,0.04
BGLAP,0.04,False,0.0,0.04
NR2E3,0.04,False,0.0,0.04
GMNC,0.04,False,0.0,0.04
KCTD14,0.04,False,0.0,0.04
OR13C8,0.04,False,0.0,0.04
C10orf71,0.04,False,0.0,0.04
OR6J1,0.04,False,0.0,0.04
OR6K3,0.04,False,0.0,0.04
CXorf49,0.04,False,0.0,0.04
OR5AK2,0.04,False,0.0,0.04
CLEC19A,0.04,False,0.0,0.04
SPESP1,0.04,False,0.0,0.04
MC4R,0.04,False,0.0,0.04
NMS,0.04,False,0.0,0.04
TP53TG3B,0.04,False,0.0,0.04
OR1L3,0.04,False,0.0,0.04
CRYBB2,0.04,False,0.0,0.04
OR8B12,0.04,False,0.0,0.04
TSHZ2,0.04,False,0.0,0.04
WFDC10B,0.04,False,0.0,0.04
KIR3DL2,0.04,False,0.0,0.04
CNTN3,0.04,False,0.0,0.04
SPMIP7,0.04,False,0.0,0.04
GARIN4,0.04,False,0.0,0.04
FAM209A,0.0,False,0.0,0.04
ELSPBP1,0.0,False,0.0,0.04
KRTAP4-9,0.0,False,0.0,0.04
IL9,0.0,False,0.0,0.04
C19orf81,0.0,False,0.0,0.04
NEUROG2,0.0,False,0.0,0.04
MYO1A,0.0,False,0.0,0.04
SP7,0.0,False,0.0,0.04
OR6C1,0.0,False,0.0,0.04
PSMD5,0.0,False,0.0,0.04
C4orf51,0.0,False,0.0,0.04
SULT1E1,0.0,False,0.0,0.04
DCAF12L1,0.0,False,0.0,0.04
EFCAB3,0.0,False,0.0,0.04
HCRTR2,0.0,False,0.0,0.04
KRT76,0.0,False,0.0,0.04
P3R3URF,0.0,False,0.0,0.04
OR2B6,0.0,False,0.0,0.04
CD160,0.0,False,0.0,0.04
NOX5,0.0,False,0.0,0.04
HTN3,0.0,False,0.0,0.04
SPMIP10,0.0,False,0.0,0.04
SCGB1D2,0.0,False,0.0,0.04
PADI4,0.0,False,0.0,0.04
KCNG3,0.0,False,0.0,0.04
KRTAP2-2,0.0,False,0.0,0.04
HYAL4,0.0,False,0.0,0.04
CCDC73,0.0,False,0.0,0.04
PSMB11,0.0,False,0.0,0.04
NR1D1,0.0,False,0.0,0.04
CCDC63,0.0,False,0.0,0.04
CSN3,0.0,False,0.0,0.04
EPB42,0.0,False,0.0,0.04
RBMY1J,0.0,False,0.0,0.04
REDIC1,0.0,False,0.0,0.04
BECN2,0.0,False,0.0,0.04
MEIG1,0.0,False,0.0,0.04
CTAGE1,0.0,False,0.0,0.04
PANX3,0.0,False,0.0,0.04
WFDC10A,0.0,False,0.0,0.04
ARL5C,0.0,False,0.0,0.04
PSG9,0.0,False,0.0,0.04
H1-3,0.0,False,0.0,0.04
SPDYE17,0.0,False,0.0,0.04
HCRT,0.0,False,0.0,0.04
CFAP144,0.0,False,0.0,0.04
TPRX1,0.0,False,0.0,0.04
CEACAM3,0.0,False,0.0,0.04
OR5D14,0.12,False,0.0,0.03
OR10AD1,0.12,False,0.0,0.03
TRIM48,0.12,False,0.0,0.03
MATN4,0.08,False,0.0,0.03
FBXO47,0.08,False,0.0,0.03
RGPD1,0.08,False,0.0,0.03
CIMAP1A,0.08,False,0.0,0.03
OR8U3,0.08,False,0.0,0.03
TEX53,0.08,False,0.0,0.03
TAAR6,0.08,False,0.0,0.03
RTP2,0.08,False,0.0,0.03
CES1,0.08,False,0.0,0.03
OR4A47,0.08,False,0.0,0.03
OR10K2,0.04,False,0.0,0.03
DEFB4B,0.04,False,0.0,0.03
OR10AC1,0.04,False,0.0,0.03
FKBP6,0.04,False,0.0,0.03
LYPD8,0.04,False,0.0,0.03
METTL21C,0.04,False,0.0,0.03
IZUMO3,0.04,False,0.0,0.03
OR51A2,0.04,False,0.0,0.03
TSGA13,0.04,False,0.0,0.03
PDE6C,0.04,False,0.0,0.03
FAM236B,0.04,False,0.0,0.03
IL17REL,0.04,False,0.0,0.03
OR2F1,0.04,False,0.0,0.03
KIR3DL1,0.04,False,0.0,0.03
RAD21L1,0.04,False,0.0,0.03
CT47A12,0.04,False,0.0,0.03
H2AB2,0.04,False,0.0,0.03
RANBP17,0.04,False,0.0,0.03
PRSS58,0.04,False,0.0,0.03
SLC4A9,0.04,False,0.0,0.03
HNRNPCL4,0.04,False,0.0,0.03
ADRB3,0.04,False,0.0,0.03
TMC1,0.04,False,0.0,0.03
TEX12,0.04,False,0.0,0.03
CCDC196,0.04,False,0.0,0.03
OR6N2,0.04,False,0.0,0.03
RHAG,0.04,False,0.0,0.03
BRDT,0.04,False,0.0,0.03
PRDM12,0.04,False,0.0,0.03
SPATA31A5,0.04,False,0.0,0.03
RNASE3,0.04,False,0.0,0.03
OR4F3,0.04,False,0.0,0.03
TMEM89,0.04,False,0.0,0.03
OR52P1,0.04,False,0.0,0.03
TEX13D,0.04,False,0.0,0.03
H2BC1,0.04,False,0.0,0.03
LIMS3,0.04,False,0.0,0.03
RPS26,0.04,False,0.0,0.03
CRYBB3,0.04,False,0.0,0.03
NXF3,0.04,False,0.0,0.03
TRIM54,0.04,False,0.0,0.03
CC2D2B,0.04,False,0.0,0.03
SMIM21,0.04,False,0.0,0.03
FUT5,0.04,False,0.0,0.03
OR1F1,0.04,False,0.0,0.03
SLC2A7,0.04,False,0.0,0.03
OOSP4B,0.04,False,0.0,0.03
IFNW1,0.0,False,0.0,0.03
ORM1,0.0,False,0.0,0.03
FAM90A11,0.0,False,0.0,0.03
DEFB105A,0.0,False,0.0,0.03
ATP23,0.0,False,0.0,0.03
FERD3L,0.0,False,0.0,0.03
TP53TG3C,0.0,False,0.0,0.03
ODF1,0.0,False,0.0,0.03
LGSN,0.0,False,0.0,0.03
FAM90A5,0.0,False,0.0,0.03
HLA-DQA2,0.0,False,0.0,0.03
DEFB134,0.0,False,0.0,0.03
GNRH2,0.0,False,0.0,0.03
H2AC7,0.0,False,0.0,0.03
ROBO2,0.0,False,0.0,0.03
TREH,0.0,False,0.0,0.03
HHIPL2,0.0,False,0.0,0.03
OR4F15,0.0,False,0.0,0.03
DBX1,0.0,False,0.0,0.03
PLSCR2,0.0,False,0.0,0.03
KCNJ18,0.0,False,0.0,0.03
ACTRT1,0.0,False,0.0,0.03
ZG16,0.0,False,0.0,0.03
TAAR5,0.0,False,0.0,0.03
TAAR2,0.0,False,0.0,0.03
GKN1,0.0,False,0.0,0.03
TRHR,0.0,False,0.0,0.03
TAS2R13,0.0,False,0.0,0.03
TPRX2,0.0,False,0.0,0.03
C7orf57,0.0,False,0.0,0.03
RBPJL,0.0,False,0.0,0.03
ACTN3,0.0,False,0.0,0.03
OR5AU1,0.0,False,0.0,0.03
MGAT4D,0.0,False,0.0,0.03
OR6F1,0.0,False,0.0,0.03
OR5H8,0.0,False,0.0,0.03
GJD3,0.0,False,0.0,0.03
NHERF2,0.0,False,0.0,0.03
SLC6A19,0.0,False,0.0,0.03
SPINK14,0.0,False,0.0,0.03
OR51Q1,0.0,False,0.0,0.03
DKK2,0.0,False,0.0,0.03
SCN9A,0.0,False,0.0,0.03
OR2B2,0.0,False,0.0,0.03
MBD3L1,0.0,False,0.0,0.03
OR5AL1,0.0,False,0.0,0.03
EIF2S3B,0.0,False,0.0,0.03
DEFB115,0.0,False,0.0,0.03
DYDC1,0.0,False,0.0,0.03
KRTAP4-4,0.0,False,0.0,0.03
OR4A16,0.0,False,0.0,0.03
OR4S2,0.0,False,0.0,0.03
TMEM244,0.0,False,0.0,0.03
GREM2,0.0,False,0.0,0.03
H2BC26,0.0,False,0.0,0.03
DLX2,0.0,False,0.0,0.03
GRIA4,0.0,False,0.0,0.03
ITPRID1,0.0,False,0.0,0.03
ALKAL1,0.0,False,0.0,0.03
FIBCD1,0.0,False,0.0,0.03
CFAP97D1,0.0,False,0.0,0.03
SAXO4,0.0,False,0.0,0.03
EFCAB9,0.0,False,0.0,0.03
SPDYE8,0.0,False,0.0,0.03
REP15,0.0,False,0.0,0.03
PPIAL4A,0.0,False,0.0,0.03
DMRTB1,0.0,False,0.0,0.03
KCNA6,0.0,False,0.0,0.03
SLAMF9,0.0,False,0.0,0.03
KRTAP21-2,0.0,False,0.0,0.03
IFNA13,0.0,False,0.0,0.03
GCM1,0.0,False,0.0,0.03
TFAP2D,0.0,False,0.0,0.03
PKD1L2,0.0,False,0.0,0.03
SERTM2,0.12,False,0.0,0.02
LHX6,0.12,False,0.0,0.02
USP29,0.12,False,0.0,0.02
OR4P4,0.08,False,0.0,0.02
OR5AC1,0.08,False,0.0,0.02
SMIM23,0.08,False,0.0,0.02
ZNF679,0.08,False,0.0,0.02
WBP2NL,0.08,False,0.0,0.02
CCDC54,0.08,False,0.0,0.02
OPN1MW3,0.08,False,0.0,0.02
PSG2,0.08,False,0.0,0.02
SNURF,0.08,False,0.0,0.02
CTAGE6,0.08,False,0.0,0.02
OR6N1,0.04,False,0.0,0.02
TMOD4,0.04,False,0.0,0.02
NR5A1,0.04,False,0.0,0.02
H3-4,0.04,False,0.0,0.02
MSGN1,0.04,False,0.0,0.02
OR4X1,0.04,False,0.0,0.02
OR2B11,0.04,False,0.0,0.02
OR13C2,0.04,False,0.0,0.02
CRISP1,0.04,False,0.0,0.02
KRTAP13-4,0.04,False,0.0,0.02
CHRM2,0.04,False,0.0,0.02
OR1I1,0.04,False,0.0,0.02
TUBAL3,0.04,False,0.0,0.02
LGALS14,0.04,False,0.0,0.02
GNAT3,0.04,False,0.0,0.02
IFNA1,0.04,False,0.0,0.02
KRTAP12-3,0.04,False,0.0,0.02
NCBP2L,0.04,False,0.0,0.02
GJD4,0.04,False,0.0,0.02
CPLX4,0.04,False,0.0,0.02
GARIN5A,0.04,False,0.0,0.02
OR2T1,0.04,False,0.0,0.02
SCUBE1,0.04,False,0.0,0.02
TUBA4B,0.04,False,0.0,0.02
PATE3,0.04,False,0.0,0.02
BARHL1,0.04,False,0.0,0.02
CLRN1,0.04,False,0.0,0.02
PRTN3,0.04,False,0.0,0.02
SHISA6,0.04,False,0.0,0.02
MROH9,0.04,False,0.0,0.02
ADGRF3,0.04,False,0.0,0.02
SPANXN3,0.04,False,0.0,0.02
TDRD15,0.04,False,0.0,0.02
TBC1D21,0.04,False,0.0,0.02
OR11G2,0.04,False,0.0,0.02
SAXO3,0.04,False,0.0,0.02
CENPVL3,0.04,False,0.0,0.02
C16orf82,0.04,False,0.0,0.02
DRD2,0.04,False,0.0,0.02
RIBC2,0.04,False,0.0,0.02
SPPL2C,0.04,False,0.0,0.02
FAM236D,0.04,False,0.0,0.02
GSG1,0.04,False,0.0,0.02
CPO,0.04,False,0.0,0.02
TRPA1,0.04,False,0.0,0.02
TSKS,0.04,False,0.0,0.02
DEFB114,0.04,False,0.0,0.02
ZFP42,0.04,False,0.0,0.02
OR51G2,0.04,False,0.0,0.02
CT47A5,0.04,False,0.0,0.02
WFDC11,0.04,False,0.0,0.02
OR4L1,0.04,False,0.0,0.02
FOXL3,0.04,False,0.0,0.02
OR5A2,0.04,False,0.0,0.02
OR12D3,0.04,False,0.0,0.02
HYPK,0.04,False,0.0,0.02
NAT16,0.04,False,0.0,0.02
VSTM1,0.04,False,0.0,0.02
ADGRG6,0.04,False,0.0,0.02
RAB6D,0.04,False,0.0,0.02
LHX5,0.04,False,0.0,0.02
MBD3L3,0.04,False,0.0,0.02
SPOCD1,0.04,False,0.0,0.02
SIGLECL1,0.04,False,0.0,0.02
OR5H14,0.04,False,0.0,0.02
LACRT,0.04,False,0.0,0.02
SPATA3,0.04,False,0.0,0.02
SETSIP,0.04,False,0.0,0.02
TEX28,0.04,False,0.0,0.02
SKOR2,0.04,False,0.0,0.02
UBQLN3,0.04,False,0.0,0.02
CYSLTR2,0.0,False,0.0,0.02
GPHA2,0.0,False,0.0,0.02
CATSPERQ,0.0,False,0.0,0.02
OR6C6,0.0,False,0.0,0.02
MRGPRX2,0.0,False,0.0,0.02
FAM170B,0.0,False,0.0,0.02
FGF6,0.0,False,0.0,0.02
KRTAP19-2,0.0,False,0.0,0.02
KRT25,0.0,False,0.0,0.02
NPB,0.0,False,0.0,0.02
SLC25A52,0.0,False,0.0,0.02
RTP1,0.0,False,0.0,0.02
STPG4,0.0,False,0.0,0.02
PAX5,0.0,False,0.0,0.02
TXK,0.0,False,0.0,0.02
PNLIPRP2,0.0,False,0.0,0.02
GRK7,0.0,False,0.0,0.02
TENT5D,0.0,False,0.0,0.02
TTLL13,0.0,False,0.0,0.02
ERICH6B,0.0,False,0.0,0.02
DRC12,0.0,False,0.0,0.02
SERF1A,0.0,False,0.0,0.02
DEFB118,0.0,False,0.0,0.02
